province_code,province_name_cn,year,value,unit,indicator_key,indicator_label_cn,status,missing_reason,lineage_source_type,lineage_origin,lineage_ruling,lineage_is_demo
ANHUI,安徽,2021,42959.2,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,8.3,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,3360.6,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,17613.2,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,21985.4,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,70321,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,3498.2,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,27305.5,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,21471.2,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
ANHUI,安徽,2021,6920.2,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24411.html,knife_665_y2021,false
BEIJING,北京,2021,40269.6,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,8.5,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,111.3,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,7268.6,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,32889.6,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,184000,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,5932.3,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,5392.7,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,14867.7,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
BEIJING,北京,2021,30438.4,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24106.html,knife_665_y2021,false
CHONGQING,重庆,2021,27894,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,8.3,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,1922.03,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,11184.9,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,14787,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,86879,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,2285.4,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,300,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,,亿元,retail,社会消费品零售总额,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
CHONGQING,重庆,2021,8000.59,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24421.html,knife_665_y2021,false
FUJIAN,福建,2021,48810.4,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,8,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,2897.74,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,22866.3,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,23046.3,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,116939,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,3383.38,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,19083.3,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,20373.1,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
FUJIAN,福建,2021,18449.6,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24409.html,knife_665_y2021,false
GANSU,甘肃,2021,10243.3,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,6.9,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,1364.7,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,3466.6,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,5412,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,41046,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,1001.8,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,1001.8,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,4037.1,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GANSU,甘肃,2021,490.9,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25126.html,knife_665_y2021,false
GUANGXI,广西,2021,24740.9,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,7.5,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,4015.51,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,8187.9,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,12537.5,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,49206,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,1800.12,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,3733.93,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,8538.5,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUANGXI,广西,2021,5930.63,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/25371.html,knife_665_y2021,false
GUIZHOU,贵州,2021,19586.4,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,8.1,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,2730.92,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,6984.7,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,9870.8,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,50808,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,1969.51,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,,亿元,fixed_asset,固定资产投资,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,,亿元,retail,社会消费品零售总额,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
GUIZHOU,贵州,2021,654.16,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24718.html,knife_665_y2021,false
HAINAN,海南,2021,6475.2,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,11.2,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,1254.44,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,1238.8,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,3981.96,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,63707,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,921.16,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,1379.62,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,2497.62,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HAINAN,海南,2021,1476.78,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/23920.html,knife_665_y2021,false
HEBEI,河北,2021,,亿元,gdp_total,地区生产总值,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,6.5,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,4030.3,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,16364.2,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,19996.7,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,54172,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,4167.6,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,,亿元,fixed_asset,固定资产投资,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,,亿元,retail,社会消费品零售总额,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEBEI,河北,2021,1612.3,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24077.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,14879.2,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,6.1,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,3463,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,3975.3,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,7440.9,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,,元,gdp_percapita,人均地区生产总值,DATA_MISSING,新增红线-1: 2021 公报 parse 未捕获 (沿用禁补零),DATA_MISSING,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,1300.5,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,442.1,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,5542.9,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HEILONGJIANG,黑龙江,2021,1995,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/27480.html,knife_665_y2021,false
HENAN,河南,2021,58887.4,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,6.3,%,gdp_growth,GDP增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,5620.82,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,24331.7,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,28934.9,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,59410,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,4347.38,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,7874.35,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,24381.7,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
HENAN,河南,2021,8208.07,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/24374.html,knife_665_y2021,false
