province_code,province_name_cn,year,value,unit,indicator_key,indicator_label_cn,status,missing_reason,lineage_source_type,lineage_origin,lineage_ruling,lineage_is_demo
NINGXIA,宁夏,2025,5696.49,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,5.3,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,469.86,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,2360.38,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,2866.25,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,77981.0,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,540.57,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,172.87,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,1449.1,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
NINGXIA,宁夏,2025,209.93,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/72070.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,23562.17,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,4.9,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,3023.35,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,7298.24,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,13240.58,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,61066.0,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,2223.3,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,848.36,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUIZHOU,贵州,2025,848.36,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72067.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,145846.76,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,3.9,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,5891.8,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,54993.5,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,84961.46,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,113769.0,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,13938.94,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,8598.22,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,46296.74,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
GUANGDONG,广东,2025,94941.6,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72064.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,36551.1,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,5.1,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,2746.5,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,14521.16,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,19283.44,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,92663.0,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,3289.44,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,5379.75,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,11587.99,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
SHAANXI,陕西,2025,5379.75,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/xjtjgb/xj2020/72041.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,5.0,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,1670.68,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,4716.33,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,8586.87,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,1349.97,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,476.27,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,4396.67,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
JILIN,吉林,2025,1638.63,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/69683.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,66632.79,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,5.6,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,5538.08,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,24926.8,亿元,secondary_gdp,第二产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,36167.92,亿元,tertiary_gdp,第三产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,68240.0,元,gdp_percapita,人均地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,4501.66,亿元,fiscal_rev,一般公共预算收入,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,50821.96,亿元,fixed_asset,固定资产投资,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,29090.5,亿元,retail,社会消费品零售总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HENAN,河南,2025,9356.73,亿元,trade,进出口总额,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68789.html,knife_665_y2025_10indicators,false
HEBEI,河北,2025,49305.2,亿元,gdp_total,地区生产总值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68598.html,knife_665_y2025_10indicators,false
HEBEI,河北,2025,5.6,%,gdp_growth,地区生产总值增速,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68598.html,knife_665_y2025_10indicators,false
HEBEI,河北,2025,4514.5,亿元,primary_gdp,第一产业增加值,,,hongheiku_tjgb,https://tjgb.hongheiku.com/sjtjgb/68598.html,knife_665_y2025_10indicators,false
