city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid
HEBEI_SHIJIAZHUANG,gdp_total,2021,6490.3,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,gdp_growth,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,primary_gdp,2021,504.8,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,secondary_gdp,2021,2107.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,tertiary_gdp,2021,3878.4,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,gdp_percapita,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,fiscal_rev,2021,654.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,fixed_asset,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,retail,2021,2392.5,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
HEBEI_SHIJIAZHUANG,trade,2021,1481.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24600.html,24600
SHANXI_TAIYUAN,gdp_total,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,gdp_growth,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,primary_gdp,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 primary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,secondary_gdp,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 secondary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,tertiary_gdp,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 tertiary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,gdp_percapita,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,fiscal_rev,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 fiscal_rev 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,fixed_asset,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,retail,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
SHANXI_TAIYUAN,trade,2021,,,DATA_MISSING,669fix-b-2021: bulletin 无 trade 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/24774.html,24774
NEIMENGGU_HUHEHAOTE,gdp_total,2021,3121.4,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,gdp_growth,2021,6.5,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,primary_gdp,2021,137.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,secondary_gdp,2021,1052.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,tertiary_gdp,2021,1931.7,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,gdp_percapita,2021,89828,元,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,fiscal_rev,2021,228.9,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,fixed_asset,2021,,,DATA_MISSING,"669fix-b-2021: bulletin 仅发增长%, 无绝对值 (守红线-3, per 669a-2021 §2)",https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,retail,2021,1104.7,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
NEIMENGGU_HUHEHAOTE,trade,2021,159.8,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/25235.html,25235
LIAONING_SHENYANG,gdp_total,2021,7249.7,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/27930.html,27930
LIAONING_SHENYANG,gdp_growth,2021,7.0,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/27930.html,27930
LIAONING_SHENYANG,primary_gdp,2021,326.3,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/27930.html,27930
