city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid
HEBEI_SHIJIAZHUANG,gdp_total,2022,7100.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,gdp_growth,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,primary_gdp,2022,558.3,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,secondary_gdp,2022,2334.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,tertiary_gdp,2022,4208.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,gdp_percapita,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,fiscal_rev,2022,689.8,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,fixed_asset,2022,,,DATA_MISSING,"669fix-b-2022: bulletin 仅发增长%, 无绝对值 (守红线-3, per 669a-2021 §2)",https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,retail,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/34963.html,34963
HEBEI_SHIJIAZHUANG,trade,2022,1235.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/34963.html,34963
SHANXI_TAIYUAN,gdp_total,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,gdp_growth,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,primary_gdp,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 primary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,secondary_gdp,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 secondary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,tertiary_gdp,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 tertiary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,gdp_percapita,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,fiscal_rev,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 fiscal_rev 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,fixed_asset,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,retail,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
SHANXI_TAIYUAN,trade,2022,,,DATA_MISSING,669fix-b-2022: bulletin 无 trade 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/36740.html,36740
NEIMENGGU_HUHEHAOTE,gdp_total,2022,3329.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/35499.html,35499
NEIMENGGU_HUHEHAOTE,gdp_growth,2022,2.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/35499.html,35499
NEIMENGGU_HUHEHAOTE,primary_gdp,2022,160.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/35499.html,35499
NEIMENGGU_HUHEHAOTE,secondary_gdp,2022,1155.8,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/35499.html,35499
NEIMENGGU_HUHEHAOTE,tertiary_gdp,2022,2012.7,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/35499.html,35499
