city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid,lineage_ruling
SHANDONG_WEIFANG,gdp_total,2020,5872.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,gdp_growth,2020,3.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,primary_gdp,2020,535.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,secondary_gdp,2020,2308.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,tertiary_gdp,2020,3028.4,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,gdp_percapita,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,fiscal_rev,2020,573.9,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,fixed_asset,2020,,,DATA_MISSING,"669通用 parse-2020: bulletin 仅发增长%, 无绝对值 (守红线-3, per 669a-2021 §2)",https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,retail,2020,2389.8,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_WEIFANG,trade,2020,1903.9,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/xjtjgb/xj2020/1759.html,1759,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,gdp_total,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,gdp_growth,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,primary_gdp,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 primary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,secondary_gdp,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 secondary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,tertiary_gdp,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 tertiary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
SHANDONG_YANTAI,gdp_percapita,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/xjtjgb/xj2020/1230.html,1230,K669b-i-batch8-parse-2020
