city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid,lineage_ruling
HUBEI_YICHANG,gdp_total,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,gdp_growth,2020,10.1,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,primary_gdp,2020,459.68,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,secondary_gdp,2020,1828.46,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,tertiary_gdp,2020,1973.28,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,gdp_percapita,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,fiscal_rev,2020,139.97,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,fixed_asset,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,retail,2020,1391.12,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_YICHANG,trade,2020,206.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/7584.html,7584,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_XIANGYANG,gdp_total,2020,4601.97,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/340.html,340,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_XIANGYANG,gdp_growth,2020,,,DATA_MISSING,669通用 parse-2020: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/340.html,340,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_XIANGYANG,primary_gdp,2020,513.01,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/340.html,340,K669b-i-batch5-parse-2020-2026-09-13
HUBEI_XIANGYANG,secondary_gdp,2020,2104.13,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/340.html,340,K669b-i-batch5-parse-2020-2026-09-13
