city_code,indicator_key,year,value,unit,status,missing_reason,lineage_source_type,lineage_origin,lineage_ruling,lineage_is_demo
HEBEI_SHIJIAZHUANG,gdp_total,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG gdp_total 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,gdp_growth,2025,,%,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG gdp_growth 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,primary_gdp,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG primary_gdp 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,secondary_gdp,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG secondary_gdp 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,tertiary_gdp,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG tertiary_gdp 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,gdp_percapita,2025,,元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG gdp_percapita 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,fiscal_rev,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG fiscal_rev 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,fixed_asset,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG fixed_asset 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,retail,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG retail 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
HEBEI_SHIJIAZHUANG,trade,2025,,亿元,DATA_MISSING,"knife 669fix-b-2025 HEBEI_SHIJIAZHUANG trade 2025 年度市级统计公报 hongheiku 暂未收录 (cat index 2025 14 entry 全为省级公报非市级, 5 city tag/search cache probe 0 命中, 守红线-3 不手填, 待 2026 城市公报陆续发布后再 harvest)",DATA_MISSING,tjgb.hongheiku.com/tag/{city_slug} (no 2025 city-level entry),K669fix-b-2025-2026-09-09,false
