city_code,indicator_key,year,value,unit,status,missing_reason,lineage_source_type,lineage_origin,lineage_ruling,lineage_is_demo
HEBEI_SHIJIAZHUANG,gdp_total,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 gdp_total 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,gdp_growth,2025,,%,DATA_MISSING,"knife 669b-2025 石家庄市 gdp_growth 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,primary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 primary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,secondary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 secondary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,tertiary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 tertiary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,gdp_percapita,2025,,元,DATA_MISSING,"knife 669b-2025 石家庄市 gdp_percapita 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,fiscal_rev,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 fiscal_rev 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,fixed_asset,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 fixed_asset 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,retail,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 retail 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
HEBEI_SHIJIAZHUANG,trade,2025,,亿元,DATA_MISSING,"knife 669b-2025 石家庄市 trade 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/石家庄市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,gdp_total,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 gdp_total 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,gdp_growth,2025,,%,DATA_MISSING,"knife 669b-2025 太原市 gdp_growth 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,primary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 primary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,secondary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 secondary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,tertiary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 tertiary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,gdp_percapita,2025,,元,DATA_MISSING,"knife 669b-2025 太原市 gdp_percapita 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,fiscal_rev,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 fiscal_rev 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,fixed_asset,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 fixed_asset 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,retail,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 retail 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
SHANXI_TAIYUAN,trade,2025,,亿元,DATA_MISSING,"knife 669b-2025 太原市 trade 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/太原市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,gdp_total,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 gdp_total 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,gdp_growth,2025,,%,DATA_MISSING,"knife 669b-2025 呼和浩特市 gdp_growth 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,primary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 primary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,secondary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 secondary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,tertiary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 tertiary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,gdp_percapita,2025,,元,DATA_MISSING,"knife 669b-2025 呼和浩特市 gdp_percapita 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,fiscal_rev,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 fiscal_rev 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,fixed_asset,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 fixed_asset 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,retail,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 retail 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
NEIMENGGU_HUHEHAOTE,trade,2025,,亿元,DATA_MISSING,"knife 669b-2025 呼和浩特市 trade 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/呼和浩特市 (no 2025 entry),K669b-2025-2026-09-08,false
LIAONING_SHENYANG,gdp_total,2025,,亿元,DATA_MISSING,"knife 669b-2025 沈阳市 gdp_total 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/沈阳市 (no 2025 entry),K669b-2025-2026-09-08,false
LIAONING_SHENYANG,gdp_growth,2025,,%,DATA_MISSING,"knife 669b-2025 沈阳市 gdp_growth 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/沈阳市 (no 2025 entry),K669b-2025-2026-09-08,false
LIAONING_SHENYANG,primary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 沈阳市 primary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/沈阳市 (no 2025 entry),K669b-2025-2026-09-08,false
LIAONING_SHENYANG,secondary_gdp,2025,,亿元,DATA_MISSING,"knife 669b-2025 沈阳市 secondary_gdp 公报未发布/未收录 (hongheiku tag 页 + cat index 2025 + 站搜均无 2025 entry, tag 页仅含 2020 年统计公报 + 人口普查公报, 守红线-3 不手填)",DATA_MISSING,tjgb.hongheiku.com/tag/沈阳市 (no 2025 entry),K669b-2025-2026-09-08,false
