city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid,lineage_ruling
ZHEJIANG_HUZHOU,gdp_total,2021,3644.9,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,gdp_growth,2021,9.5,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,primary_gdp,2021,148.6,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,secondary_gdp,2021,1865.0,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,tertiary_gdp,2021,1631.3,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,gdp_percapita,2021,107534,元,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,fiscal_rev,2021,413.5,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,fixed_asset,2021,,,DATA_MISSING,"669通用 parse-2021: bulletin 仅发增长%, 无绝对值 (守红线-3, per 669a-2021 §2)",https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,retail,2021,1556.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
ZHEJIANG_HUZHOU,trade,2021,1490.9,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/24525.html,24525,K669b-i-batch4-parse-2021-2026-09-13
